ko_id	CR18_ER180415_F	CR18_ER180415_S	CR18_LE180416_F	CR18_LE180416_S	CR18_XF180416_F	CR18_XF180416_S	CR18_LW180405_F	CR18_LW180405_S
K01999	0.0027634109453479	0.0019160514012722	0.001832179738683	0.0019617791307289	0.0020359948523903	0.0020858895705521	0.0012227074235807	0.0012664740570704
K02000	0.0001867169557667	0.0001532841121017	0.0001665617944257	0.000202942668696	0.0001728674874671	0.000122699386503	0.0	7.915462856690546e-05
K02001	0.0003174188248034	0.0002299261681526	0.0001665617944257	0.000135295112464	0.0002881124791118	0.000122699386503	0.0	0.0001978865714172
K02002	0.0002427320424967	0.0002299261681526	0.0002590961246622	0.000202942668696	0.0003841499721491	0.0002453987730061	0.0001746724890829	3.957731428345273e-05
K02003	0.0021659166868943	0.002094882865391	0.0015175630158788	0.0026044309149331	0.0014789773927741	0.0027914110429447	0.0022707423580786	0.0033640717140934
K02004	0.0025766939895811	0.0028868507779168	0.0025909612466224	0.0030103162523253	0.0026314273092215	0.0035889570552147	0.0017467248908296	0.0026516800569913
K02005	0.0006348376496069	0.0005620417443731	0.0006847540437502	0.0007102993404363	0.0005378099610087	0.0005828220858895	0.0005240174672489	0.0004749277714014
K02006	0.0002427320424967	0.0002299261681526	0.0001110411962838	0.00016911889058	0.0001152449916447	0.0002760736196319	0.0005240174672489	0.0003957731428345
K02007	7.468678230670127e-05	7.664205605089033e-05	9.253433023651774e-05	0.00016911889058	5.7622495822369054e-05	0.000122699386503	0.0001746724890829	0.0002374638857007
K02008	5.601508673002596e-05	7.664205605089033e-05	1.850686604730355e-05	3.3823778116015554e-05	7.68299944298254e-05	6.134969325153375e-05	0.0	7.915462856690546e-05
K02009	0.0	2.554735201696344e-05	7.40274641892142e-05	3.3823778116015554e-05	1.920749860745636e-05	0.0	0.0	7.915462856690546e-05
K02010	0.0006908527363369	0.0007408732084919	0.0006477403116556	0.0010823608997124	0.0005762249582236	0.0006441717791411	0.0005240174672489	0.0009102782285194
K02011	0.0008962413876804	0.0008430626165597	0.0007402746418921	0.0007779468966683	0.000633847454046	0.0005521472392638	0.0003493449781659	0.000356195828551
K02012	0.0004854640849935	0.0003321155762205	0.0004441647851352	0.0003044140030441	0.000422564969364	0.0003067484662576	0.0001746724890829	0.0001978865714172
K02013	0.0004481206938402	0.0005875890963901	0.0005366991153718	0.0007441231185523	0.0004993949637938	0.0007668711656441	0.0008733624454148	0.0009102782285194
